rank,channel_name,subscribers,total_views,category,channel_title,uploads,country,country_code,channel_type,views_rank,country_rank,type_rank,views_last_30d,est_monthly_earnings_low,est_monthly_earnings_high,est_yearly_earnings_low,est_yearly_earnings_high,subs_gained_last_30d,created_year,created_month,created_date,avg_views_per_video,est_monthly_earnings_mid,channel_age_years,views_per_subscriber,views_30d_pct_of_total,sub_growth_rate_30d,follower_tier,engagement_proxy,posting_intensity,recent_views_momentum,subscriber_momentum,momentum_score,avg_views_per_30d,earnings_per_1k_views,consistency_score,marketing_category,creator_fit_score,awareness_score,engagement_suitability_score,flag_missing_30d_data,flag_low_upload_volume,flag_negative_growth,flag_earnings_missing,flag_very_high_uploads,risk_flag_count
562,Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½ Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½,16500000,2440934034.0,Entertainment,Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½ Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½,421,United States,US,Entertainment,3778.0,137.0,133.0,21953000.0,5500.0,87800.0,65900.0,1100000.0,200000.0,2014.0,Mar,9.0,5797943.0,46650.0,9.0,147.94,0.899,1.2121,macro_low,147.94,46.8,0.899,1.2121,56.8,21953000.0,2.12,63.0,Entertainment,35.1,29.4,36.6,False,False,False,False,False,0
563,FailArmy,16500000,3037260680.0,Comedy,FailArmy,438,United States,US,Entertainment,2766.0,137.0,133.0,112986000.0,28200.0,451900.0,339000.0,5400000.0,100000.0,2011.0,Jul,5.0,6934385.0,240050.0,12.0,184.08,3.72,0.6061,macro_low,184.08,36.5,3.72,0.6061,67.0,112986000.0,2.12,67.4,Entertainment,41.6,38.6,35.4,False,False,False,False,False,0
564,BBC News Hindi,16500000,7043235131.0,News & Politics,BBC News Hindi,21243,India,IN,News,821.0,92.0,13.0,131202000.0,32800.0,524800.0,393600.0,6300000.0,300000.0,2009.0,Sep,22.0,331556.0,278800.0,14.0,426.86,1.863,1.8182,macro_low,426.86,1517.4,1.863,1.8182,77.7,131202000.0,2.12,94.8,News & Current Affairs,78.4,56.4,53.8,False,False,False,False,False,0
565,FunFun Toy Doll TV,16500000,7406207930.0,Entertainment,FunFun Toy Doll TV,735,United States,US,Entertainment,757.0,137.0,133.0,24378000.0,6100.0,97500.0,73100.0,1200000.0,,2016.0,May,31.0,10076473.0,51800.0,7.0,448.86,0.329,,macro_low,448.86,105.0,0.329,,,24378000.0,2.12,50.1,Entertainment,,42.6,,False,False,False,False,False,0
566,Sandra Cires Art,16400000,3955426159.0,Howto & Style,Sandra Cires Art,1091,United States,US,Entertainment,1938.0,138.0,134.0,18028000.0,4500.0,72100.0,54100.0,865300.0,,2011.0,Sep,27.0,3625505.0,38300.0,12.0,241.18,0.456,,macro_low,241.18,90.9,0.456,,,18028000.0,2.12,58.2,Entertainment,,35.3,,False,False,False,False,False,0
567,Kaykai Salaider,16400000,4434679706.0,Comedy,Kaykai Salaider,428,Thailand,TH,Entertainment,1636.0,9.0,134.0,9341000.0,2300.0,37400.0,28000.0,448400.0,,2011.0,Jan,24.0,10361401.0,19850.0,12.0,270.41,0.211,,macro_low,270.41,35.7,0.211,,,9341000.0,2.13,52.2,Entertainment,,31.8,,False,False,False,False,False,0
568,UFC - Ultimate Fighting Championship,16400000,7135820721.0,Sports,UFC - Ultimate Fighting Championship,14662,United States,US,Sports,806.0,138.0,7.0,133208000.0,33300.0,532800.0,399600.0,6400000.0,100000.0,2006.0,Mar,4.0,486688.0,283050.0,17.0,435.11,1.867,0.6098,macro_low,435.11,862.5,1.867,0.6098,59.7,133208000.0,2.12,95.3,Sports,72.2,56.1,45.9,False,False,False,False,False,0
569,Ch7HD,16400000,9463244435.0,Entertainment,Ch7HD,56203,Thailand,TH,Entertainment,496.0,9.0,134.0,87757000.0,21900.0,351000.0,263300.0,4200000.0,100000.0,2010.0,May,17.0,168376.0,186450.0,13.0,577.03,0.927,0.6098,macro_low,577.03,4323.3,0.927,0.6098,45.0,87757000.0,2.12,94.0,Entertainment,73.5,58.3,51.1,False,False,False,False,True,1
570,RCTI - LAYAR DRAMA INDONESIA,16400000,13478392540.0,Entertainment,RCTI - LAYAR DRAMA INDONESIA,1,,,People,4057943.0,,7724.0,,0.0,0.0,0.0,0.0,,2020.0,Oct,19.0,13478392540.0,0.0,3.0,821.85,,,macro_low,821.85,0.3,,,,,,8.7,Lifestyle / People,,,,True,True,False,True,False,3
571,Alfredo Larin,16400000,14431830557.0,Entertainment,Alfredo Larin,1,,,Entertainment,4057780.0,,6788.0,1.0,0.0,0.0,0.0,0.05,,2015.0,Nov,23.0,14431830557.0,0.0,8.0,879.99,0.0,,macro_low,879.99,0.1,0.0,,,1.0,0.0,32.8,Entertainment,,39.0,,False,True,False,True,False,2
572,GMMTV OFFICIALÃ¯Â¿Â½Ã¯Â¿Â½,16400000,12844432341.0,Entertainment,GMMTV OFFICIALÃ¯Â¿Â½Ã¯Â¿Â½,23952,Thailand,TH,Entertainment,294.0,9.0,134.0,181382000.0,45300.0,725500.0,544100.0,8700000.0,200000.0,2010.0,Sep,13.0,536257.0,385400.0,13.0,783.2,1.412,1.2195,macro_low,783.2,1842.5,1.412,1.2195,66.9,181382000.0,2.12,93.0,Entertainment,84.4,66.3,64.6,False,False,False,False,False,0
573,Matt Stonie,16300000,3527627264.0,Entertainment,MattStonie,54,United States,US,Entertainment,283499.0,1874.0,1836.0,29735.0,7.0,119.0,89.0,1400.0,,2010.0,Jun,19.0,65326431.0,63.0,13.0,216.42,0.001,,macro_low,216.42,4.2,0.001,,,29735.0,2.12,46.0,Entertainment,,24.3,,False,False,False,False,False,0
574,Boyce Avenue,16300000,6578828147.0,Music,Boyce Avenue,490,United States,US,Music,913.0,139.0,117.0,28787000.0,7200.0,115100.0,86400.0,1400000.0,,2007.0,Sep,2.0,13426180.0,61150.0,16.0,403.61,0.438,,macro_low,403.61,30.6,0.438,,,28787000.0,2.12,57.2,Music,,39.5,,False,False,False,False,False,0
575,Camila Cabello,16300000,6613422635.0,Music,Camila Cabello,80,United States,US,Music,906.0,139.0,117.0,42704000.0,10700.0,170800.0,128100.0,2000000.0,100000.0,2015.0,Aug,11.0,82667783.0,90750.0,8.0,405.73,0.646,0.6135,macro_low,405.73,10.0,0.646,0.6135,36.9,42704000.0,2.13,52.6,Music,27.4,37.6,49.3,False,False,False,False,False,0
576,Little Mix,16300000,7520242626.0,Music,Little Mix,278,United Kingdom,GB,Music,740.0,22.0,117.0,38604000.0,9700.0,154400.0,115800.0,1900000.0,,2011.0,Nov,30.0,27051232.0,82050.0,12.0,461.36,0.513,,macro_low,461.36,23.2,0.513,,,38604000.0,2.13,49.9,Music,,41.2,,False,False,False,False,False,0
577,SAM SMITH,16300000,10170264839.0,Music,SAM SMITH,230,United Kingdom,GB,Entertainment,428.0,22.0,135.0,85778000.0,21400.0,343100.0,257300.0,4100000.0,,2012.0,Sep,14.0,44218543.0,182250.0,11.0,623.94,0.843,,macro_low,623.94,20.9,0.843,,,85778000.0,2.12,47.2,Entertainment,,49.2,,False,False,False,False,False,0
578,Pitbull,16300000,12475714382.0,Music,Pitbull,352,United States,US,Music,308.0,139.0,117.0,88004000.0,22000.0,352000.0,264000.0,4200000.0,,2006.0,Jul,5.0,35442370.0,187000.0,17.0,765.38,0.705,,macro_low,765.38,20.7,0.705,,,88004000.0,2.12,55.1,Music,,52.5,,False,False,False,False,False,0
579,Bollywood Classics,16300000,7141825267.0,Entertainment,Bollywood Classics,1444,India,IN,Music,804.0,93.0,116.0,151477000.0,37900.0,605900.0,454400.0,7300000.0,300000.0,2011.0,Oct,13.0,4945862.0,321900.0,12.0,438.15,2.121,1.8405,macro_low,438.15,120.3,2.121,1.8405,79.7,151477000.0,2.13,76.4,Music,65.3,52.5,59.4,False,False,False,False,False,0
580,Technoblade,16300000,1656452554.0,Gaming,Technoblade,989,United States,US,Games,6274.0,138.0,40.0,17944000.0,4500.0,71800.0,53800.0,861300.0,200000.0,2013.0,Oct,28.0,1674876.0,38150.0,10.0,101.62,1.083,1.227,macro_low,101.62,98.9,1.083,1.227,61.2,17944000.0,2.13,70.1,Gaming,43.3,29.7,32.3,False,False,False,False,False,0
581,W2S,16300000,4768370464.0,Gaming,W2S,652,United Kingdom,GB,Entertainment,1455.0,22.0,135.0,3079000.0,770.0,12300.0,9200.0,147800.0,,2012.0,Jul,26.0,7313452.0,6535.0,11.0,292.54,0.065,,macro_low,292.54,59.3,0.065,,,3079000.0,2.12,53.2,Entertainment,,33.3,,False,False,False,False,False,0
582,Jennifer Lopez,16200000,10227242833.0,Music,Jennifer Lopez,258,United States,US,Music,426.0,140.0,118.0,63441000.0,15900.0,253800.0,190300.0,3000000.0,,2005.0,Nov,18.0,39640476.0,134850.0,18.0,631.31,0.62,,macro_low,631.31,14.3,0.62,,,63441000.0,2.13,53.6,Music,,47.9,,False,False,False,False,False,0
583,Kids Play,16200000,8091706232.0,Entertainment,Kids Play,593,United States,US,Entertainment,636.0,140.0,136.0,25912000.0,6500.0,103600.0,77700.0,1200000.0,,2018.0,May,14.0,13645373.0,55050.0,5.0,499.49,0.32,,macro_low,499.49,118.6,0.32,,,25912000.0,2.12,47.2,Entertainment,,42.6,,False,False,False,False,False,0
584,T3ddy,16200000,2990185467.0,Comedy,T3ddy,1930,Brazil,BR,People,2898.0,31.0,38.0,33015000.0,8300.0,132100.0,99000.0,1600000.0,100000.0,2012.0,Jan,16.0,1549319.0,70200.0,11.0,184.58,1.104,0.6173,macro_low,184.58,175.5,1.104,0.6173,49.1,33015000.0,2.13,78.0,Lifestyle / People,49.5,36.5,32.9,False,False,False,False,False,0
585,JJ Olatunji,16200000,4076692623.0,Gaming,JJ Olatunji,1294,United Kingdom,GB,Entertainment,1856.0,23.0,136.0,27808000.0,7000.0,111200.0,83400.0,1300000.0,100000.0,2011.0,Jan,26.0,3150458.0,59100.0,12.0,251.65,0.682,0.6173,macro_low,251.65,107.8,0.682,0.6173,38.4,27808000.0,2.13,75.3,Entertainment,44.1,36.8,38.1,False,False,False,False,False,0
586,POPS Kids,16200000,9763592867.0,Music,POPS Kids,3943,Vietnam,VN,Film,462.0,2.0,30.0,256733000.0,64200.0,1000000.0,770200.0,12300000.0,200000.0,2014.0,Jan,14.0,2476184.0,532100.0,9.0,602.69,2.629,1.2346,macro_low,602.69,438.1,2.629,1.2346,77.2,256733000.0,2.07,80.6,Film & Media,78.1,61.4,62.0,False,False,False,False,False,0
587,Thairath Online,16200000,14563841315.0,News & Politics,Thairath Online,244899,Thailand,TH,News,238.0,10.0,14.0,224756000.0,56200.0,899000.0,674300.0,10800000.0,100000.0,2010.0,Sep,27.0,59469.0,477600.0,13.0,899.0,1.543,0.6173,macro_low,899.0,18838.4,1.543,0.6173,56.5,224756000.0,2.12,95.8,News & Current Affairs,84.1,68.6,58.7,False,False,False,False,True,1
588,LEGO,16200000,20522339099.0,Entertainment,LEGO,31889,Singapore,SG,Entertainment,116.0,1.0,136.0,117209000.0,29300.0,468800.0,351600.0,5600000.0,200000.0,2005.0,Oct,22.0,643555.0,249050.0,18.0,1266.81,0.571,1.2346,macro_low,1266.81,1771.6,0.571,1.2346,46.7,117209000.0,2.12,97.0,Entertainment,81.1,68.3,69.5,False,False,False,False,False,0
589,XO TEAM,16200000,14784781923.0,People & Blogs,XO TEAM Family,189,United States,US,People,153622.0,1776.0,1495.0,37911.0,9.0,152.0,114.0,1800.0,1000.0,2020.0,Sep,12.0,78226359.0,80.0,3.0,912.64,0.0,0.0062,macro_low,912.64,63.0,0.0,0.0062,6.0,37911.0,2.11,52.5,Lifestyle / People,40.1,43.4,60.0,False,False,False,False,False,0
590,AdMe,16200000,4488680903.0,Entertainment,Aday CÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯,10,Spain,ES,Music,4048675.0,4228.0,5766.0,4.0,0.0,0.02,0.01,0.19,,2006.0,May,2.0,448868090.0,0.0,17.0,277.08,0.0,,macro_low,277.08,0.6,0.0,,,4.0,0.0,48.2,Music,,24.5,,False,True,False,True,False,2
591,ExtraPolinesios,16200000,4813127504.0,People & Blogs,Extra polinesios,2,,,People,3945744.0,,7359.0,510.0,0.13,2.0,2.0,24.0,1.0,2015.0,Nov,21.0,2406563752.0,1.0,8.0,297.11,0.0,0.0,macro_low,297.11,0.2,0.0,0.0,3.6,510.0,1.96,48.4,Lifestyle / People,13.9,25.8,39.5,False,True,False,False,False,1
592,Dyland PROS,16100000,1517638132.0,Entertainment,Dyland PROS,2805,Indonesia,ID,Games,6986.0,21.0,41.0,9619000.0,2400.0,38500.0,28900.0,461700.0,,2015.0,Jan,28.0,541047.0,20450.0,8.0,94.26,0.634,,macro_low,94.26,350.6,0.634,,,9619000.0,2.13,62.4,Gaming,,30.2,,False,False,False,False,False,0
594,Vlad and Niki ARA,16100000,7399296005.0,,Vlad and Niki ARA,510,United States,US,Entertainment,759.0,141.0,137.0,32011000.0,8000.0,128000.0,96000.0,1500000.0,100000.0,2019.0,May,24.0,14508424.0,68000.0,4.0,459.58,0.433,0.6211,macro_low,459.58,127.5,0.433,0.6211,30.0,32011000.0,2.12,61.3,Entertainment,42.0,41.2,50.8,False,False,False,False,False,0
595,Canal IN,16100000,2687443643.0,People & Blogs,Canal IN,723,Brazil,BR,Entertainment,3338.0,32.0,137.0,13802000.0,3500.0,55200.0,41400.0,662500.0,,2017.0,Jul,21.0,3717073.0,29350.0,6.0,166.92,0.514,,macro_low,166.92,120.5,0.514,,,13802000.0,2.13,49.5,Entertainment,,29.6,,False,False,False,False,False,0
596,TWICE,16100000,5055576881.0,Music,TWICE,1123,,,Music,1343.0,,119.0,98720000.0,24700.0,394900.0,296200.0,4700000.0,100000.0,2016.0,Mar,27.0,4501849.0,209800.0,7.0,314.01,1.953,0.6211,macro_low,314.01,160.4,1.953,0.6211,61.1,98720000.0,2.13,69.3,Music,53.0,44.5,40.9,False,False,False,False,False,0
597,Daily Dose Of Internet,16100000,6872702790.0,Entertainment,Daily Dose Of Internet,671,United States,US,Entertainment,851.0,140.0,136.0,399807000.0,100000.0,1600000.0,1200000.0,19200000.0,300000.0,2015.0,Jul,15.0,10242478.0,850000.0,8.0,426.88,5.817,1.8634,macro_low,426.88,83.9,5.817,1.8634,89.3,399807000.0,2.13,64.2,Entertainment,58.3,52.3,57.3,False,False,False,False,False,0
598,FitDance,16100000,7126210721.0,Music,Fitdance Academy,41,France,FR,Entertainment,4006012.0,3726.0,6335.0,780.0,0.2,3.0,2.0,37.0,4.0,2006.0,Nov,20.0,173810018.0,2.0,17.0,442.62,0.0,0.0,macro_low,442.62,2.4,0.0,0.0,3.6,780.0,2.56,64.3,Entertainment,27.2,31.1,51.9,False,True,False,False,False,1
599,Panda Shorts,16100000,7155736006.0,,Panda Shorts,667,Sweden,SE,Sports,792.0,2.0,8.0,478528000.0,119600.0,1900000.0,1400000.0,23000000.0,3000000.0,2020.0,Nov,21.0,10728240.0,1009800.0,3.0,444.46,6.687,18.6335,macro_low,444.46,222.3,6.687,18.6335,98.3,478528000.0,2.11,63.9,Sports,66.6,53.4,63.0,False,False,False,False,False,0
600,Disney Junior,16100000,15812009296.0,Entertainment,Disney Junior,4045,United States,US,Entertainment,196.0,140.0,136.0,267131000.0,66800.0,1100000.0,801400.0,12800000.0,300000.0,2008.0,Apr,22.0,3909026.0,583400.0,15.0,982.11,1.689,1.8634,macro_low,982.11,269.7,1.689,1.8634,76.2,267131000.0,2.18,89.5,Entertainment,83.7,67.4,76.9,False,False,False,False,False,0
601,La Rosa de Guadalupe,16100000,9642146451.0,Entertainment,larosadeguadalupe,0,Mexico,MX,Games,4057944.0,4258.0,7472.0,,0.0,0.0,0.0,0.0,,2008.0,Sep,3.0,,0.0,15.0,598.89,,,macro_low,598.89,0.0,,,,,,30.7,Gaming,,,,True,True,False,True,False,3
602,sagar kalra (Shorts),16000000,6543629679.0,People & Blogs,sagar kalra (Shorts),453,,,People,921.0,,39.0,74062000.0,18500.0,296200.0,222200.0,3600000.0,200000.0,2017.0,Jun,30.0,14445099.0,157350.0,6.0,408.98,1.132,1.25,macro_low,408.98,75.5,1.132,1.25,62.4,74062000.0,2.12,59.5,Lifestyle / People,45.8,42.5,53.2,False,False,False,False,False,0
603,wifistudy,16000000,3018032423.0,Education,wifistudy by Unacademy,52144,India,IN,Education,2855.0,94.0,30.0,14287000.0,3600.0,57100.0,42900.0,685800.0,,2014.0,Jul,26.0,57879.0,30350.0,9.0,188.63,0.473,,macro_low,188.63,5793.8,0.473,,,14287000.0,2.12,71.3,Education,,37.1,,False,False,False,False,True,1
604,Antrax,16000000,3029872908.0,Gaming,Antrax,687,Mexico,MX,Games,2844.0,23.0,42.0,4698000.0,1200.0,18800.0,14100.0,225500.0,,2015.0,May,25.0,4410295.0,10000.0,8.0,189.37,0.155,,macro_low,189.37,85.9,0.155,,,4698000.0,2.13,49.5,Gaming,,28.7,,False,False,False,False,False,0
605,Enes Batur,16000000,9786595271.0,Gaming,enesbatur,0,,,Games,4057944.0,,7360.0,,0.0,0.0,0.0,0.0,11.0,2007.0,Mar,4.0,,0.0,16.0,611.66,,0.0001,macro_low,611.66,0.0,,0.0001,,,,45.7,Gaming,,,,True,True,False,True,False,3
606,Totoy kids - EspaÃ¯Â¿Â½Ã¯,16000000,5997599089.0,Film & Animation,Totoy kids - EspaÃ¯Â¿Â½Ã¯,344,Mexico,MX,Film,1048.0,23.0,31.0,112393000.0,28100.0,449600.0,337200.0,5400000.0,200000.0,2017.0,Sep,7.0,17434881.0,238850.0,6.0,374.85,1.874,1.25,macro_low,374.85,57.3,1.874,1.25,72.9,112393000.0,2.13,58.0,Film & Media,45.9,43.0,51.7,False,False,False,False,False,0
607,Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½,15900000,1845329502.0,People & Blogs,Kung Fu Padla,0,Russia,RU,Games,4057944.0,3309.0,5665.0,,0.0,0.0,0.0,0.0,10.0,2017.0,May,27.0,,0.0,6.0,116.06,,0.0001,macro_low,116.06,0.0,,0.0001,,,,27.7,Gaming,,,,True,True,False,True,False,3
608,DopeLyrics,15900000,9962188084.0,Music,DopeLyrics,2035,United States,US,Music,444.0,142.0,120.0,9915000.0,2500.0,39700.0,29700.0,475900.0,,2016.0,Jun,9.0,4895424.0,21100.0,7.0,626.55,0.1,,macro_low,626.55,290.7,0.1,,,9915000.0,2.13,59.0,Music,,46.6,,False,False,False,False,False,0
609,jeffreestar,15900000,2609358468.0,Howto & Style,jeffreestar,433,United States,US,Howto,3474.0,142.0,20.0,2006000.0,502.0,8000.0,6000.0,96300.0,,2006.0,Feb,14.0,6026232.0,4251.0,17.0,164.11,0.077,,macro_low,164.11,25.5,0.077,,,2006000.0,2.12,56.6,How-To & Style,,25.3,,False,False,False,False,False,0
610,Lyna,15900000,6534326412.0,Gaming,Lyna,4906,Argentina,AR,Games,919.0,12.0,43.0,64085000.0,16000.0,256300.0,192300.0,3100000.0,200000.0,2014.0,Sep,8.0,1331905.0,136150.0,9.0,410.96,0.981,1.2579,macro_low,410.96,545.1,0.981,1.2579,59.3,64085000.0,2.12,81.6,Gaming,67.0,48.6,50.9,False,False,False,False,False,0
611,MK MUSIC,15900000,9198986881.0,Music,MK MUSIC,5105,Brazil,BR,Music,516.0,33.0,120.0,136388000.0,34100.0,545600.0,409200.0,6500000.0,100000.0,2010.0,Jan,18.0,1801956.0,289850.0,13.0,578.55,1.483,0.6289,macro_low,578.55,392.7,1.483,0.6289,56.3,136388000.0,2.13,88.2,Music,72.3,57.6,55.2,False,False,False,False,False,0
612,Unspeakable,15900000,9052367553.0,Gaming,Unspeakable,796,United States,US,People,530.0,142.0,40.0,164895000.0,41200.0,659600.0,494700.0,7900000.0,200000.0,2016.0,May,1.0,11372321.0,350400.0,7.0,569.33,1.822,1.2579,macro_low,569.33,113.7,1.822,1.2579,72.5,164895000.0,2.12,65.8,Lifestyle / People,61.3,53.5,62.9,False,False,False,False,False,0
613,Camilo,15900000,6802382479.0,Music,Camilo,132,Colombia,CO,Music,871.0,8.0,120.0,59890000.0,15000.0,239600.0,179700.0,2900000.0,100000.0,2010.0,Jul,29.0,51533201.0,127300.0,13.0,427.82,0.88,0.6289,macro_low,427.82,10.2,0.88,0.6289,44.3,59890000.0,2.13,62.9,Music,35.3,39.2,54.0,False,False,False,False,False,0
614,Dear Sir,15800000,1349288771.0,Education,Dear Sir,633,India,IN,Education,8066.0,95.0,31.0,24056000.0,6000.0,96200.0,72200.0,1200000.0,200000.0,2016.0,Dec,13.0,2131578.0,51100.0,7.0,85.4,1.783,1.2658,macro_low,85.4,90.4,1.783,1.2658,72.2,24056000.0,2.12,63.1,Education,41.2,27.0,29.7,False,False,False,False,False,0
615,Narendra Modi,15800000,3392918989.0,News & Politics,Narendra Modi,20679,India,IN,News,2406.0,96.0,15.0,185969000.0,46500.0,743900.0,557900.0,8900000.0,700000.0,2007.0,Oct,26.0,164076.0,395200.0,16.0,214.74,5.481,4.4304,macro_low,214.74,1292.4,5.481,4.4304,94.6,185969000.0,2.13,96.6,News & Current Affairs,75.9,48.5,46.1,False,False,False,False,False,0
616,Arif muhammad,15800000,4122634467.0,People & Blogs,Arif muhammad,542,Indonesia,ID,Comedy,1816.0,22.0,26.0,71870000.0,18000.0,287500.0,215600.0,3400000.0,100000.0,2017.0,Jan,18.0,7606337.0,152750.0,6.0,260.93,1.743,0.6329,macro_low,260.93,90.3,1.743,0.6329,59.4,71870000.0,2.13,61.1,Comedy,41.3,37.4,36.7,False,False,False,False,False,0
617,Rotten Tomatoes Trailers,15800000,13116313599.0,Film & Animation,Rotten Tomatoes Trailers,10441,United States,US,Film,285.0,143.0,32.0,25738000.0,6400.0,103000.0,77200.0,1200000.0,100000.0,2011.0,Apr,1.0,1256232.0,54700.0,12.0,830.15,0.196,0.6329,macro_low,830.15,870.1,0.196,0.6329,24.0,25738000.0,2.13,89.4,Film & Media,70.4,54.8,60.7,False,False,False,False,False,0
618,Volga Video,15700000,9787697838.0,Film & Animation,Volga Video,16874,India,IN,Entertainment,463.0,97.0,139.0,51315000.0,12800.0,205300.0,153900.0,2500000.0,,2012.0,Mar,23.0,580046.0,109050.0,11.0,623.42,0.524,,macro_low,623.42,1534.0,0.524,,,51315000.0,2.13,73.8,Entertainment,,54.3,,False,False,False,False,False,0
619,DM - Desi Melodies,15700000,5914071870.0,Music,DM - Desi Melodies,79,India,IN,Music,1071.0,97.0,121.0,141842000.0,35500.0,567400.0,425500.0,6800000.0,300000.0,2017.0,Jul,8.0,74861669.0,301450.0,6.0,376.69,2.398,1.9108,macro_low,376.69,13.2,2.398,1.9108,81.5,141842000.0,2.13,49.9,Music,39.9,41.1,55.7,False,False,False,False,False,0
620,MY FAMILY,15700000,6153495609.0,,My Family,150,Singapore,SG,People,731590.0,1203.0,3244.0,939647.0,235.0,3800.0,2800.0,45100.0,800.0,2019.0,Dec,3.0,41023304.0,2018.0,4.0,391.94,0.015,0.0051,macro_low,391.94,37.5,0.015,0.0051,9.3,939647.0,2.15,51.6,Lifestyle / People,26.5,30.3,41.8,False,False,False,False,False,0
621,Team Films Bhojpuri,15700000,6626563508.0,Music,Team Films Bhojpuri,19703,India,IN,Music,902.0,97.0,121.0,30744000.0,7700.0,123000.0,92200.0,1500000.0,,2014.0,Jul,18.0,336323.0,65350.0,9.0,422.07,0.464,,macro_low,422.07,2189.2,0.464,,,30744000.0,2.13,70.3,Music,,46.5,,False,False,False,False,False,0
622,Zee Music Classic,15700000,5558051295.0,Music,Zee Music Classic,1640,India,IN,Music,1174.0,97.0,121.0,86450000.0,21600.0,345800.0,259300.0,4100000.0,100000.0,2014.0,May,20.0,3389056.0,183700.0,9.0,354.02,1.555,0.6369,macro_low,354.02,182.2,1.555,0.6369,57.6,86450000.0,2.12,74.3,Music,56.5,45.1,43.7,False,False,False,False,False,0
623,Prime Video India,15700000,8696631898.0,Entertainment,Prime Video India,7090,United States,US,Entertainment,569.0,144.0,139.0,335111000.0,83800.0,1300000.0,1000000.0,16100000.0,1200000.0,2016.0,Oct,3.0,1226605.0,691900.0,7.0,553.93,3.853,7.6433,macro_low,553.93,1012.9,3.853,7.6433,93.4,335111000.0,2.06,79.9,Entertainment,83.0,60.6,62.9,False,False,False,False,False,0
624,Caeli YT,15600000,1511794214.0,Entertainment,Caeli YT,483,Mexico,MX,Entertainment,7440.0,24.0,140.0,62551000.0,0.0,0.0,0.0,0.0,,2010.0,Sep,22.0,3130009.0,0.0,13.0,96.91,4.138,,macro_low,96.91,37.2,4.138,,,62551000.0,0.0,54.5,Entertainment,,30.1,,False,False,False,True,False,1
625,Kuplinov Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿,15600000,6862529416.0,Gaming,Kuplinov Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿,6623,,,Games,863.0,,44.0,98660000.0,24700.0,394600.0,296000.0,4700000.0,200000.0,2012.0,Dec,23.0,1036166.0,209650.0,11.0,439.91,1.438,1.2821,macro_low,439.91,602.1,1.438,1.2821,68.4,98660000.0,2.12,85.9,Gaming,73.0,51.2,53.1,False,False,False,False,False,0
626,Linus Tech Tips,15600000,7172386509.0,Science & Technology,Linus Tech Tips,6542,Canada,CA,Tech,802.0,7.0,11.0,88224000.0,22100.0,352900.0,264700.0,4200000.0,100000.0,2008.0,Nov,25.0,1096360.0,187500.0,15.0,459.77,1.23,0.641,macro_low,459.77,436.1,1.23,0.641,52.3,88224000.0,2.13,92.6,Tech,68.5,51.2,49.1,False,False,False,False,False,0
627,Juliana Baltar,15600000,3869457097.0,Entertainment,Juliana Baltar,2019,Brazil,BR,Entertainment,2002.0,34.0,140.0,56218000.0,14100.0,224900.0,168700.0,2700000.0,100000.0,2010.0,May,9.0,1916522.0,119500.0,13.0,248.04,1.453,0.641,macro_low,248.04,155.3,1.453,0.641,56.5,56218000.0,2.13,81.0,Entertainment,54.4,39.5,38.0,False,False,False,False,False,0
628,5-Minute Crafts FAMILY,15600000,6165757696.0,People & Blogs,5-Minute Crafts FAMILY,4245,United States,US,Howto,1005.0,145.0,21.0,27382000.0,6800.0,109500.0,82100.0,1300000.0,,2018.0,Dec,13.0,1452475.0,58150.0,5.0,395.24,0.444,,macro_low,395.24,849.0,0.444,,,27382000.0,2.12,60.3,How-To & Style,,43.1,,False,False,False,False,False,0
629,Blippi EspaÃ¯Â¿Â½Ã¯,15500000,8984089026.0,People & Blogs,Blippi EspaÃ¯Â¿Â½Ã¯,598,Mexico,MX,Education,538.0,24.0,32.0,90012000.0,22500.0,360000.0,270000.0,4300000.0,100000.0,2017.0,Jan,13.0,15023560.0,191250.0,6.0,579.62,1.002,0.6452,macro_low,579.62,99.7,1.002,0.6452,48.0,90012000.0,2.12,62.3,Education,50.3,48.1,57.0,False,False,False,False,False,0
630,Super Senya,15500000,5070970714.0,Entertainment,Super Senya,0,,,,4057944.0,,,,0.0,0.0,0.0,0.0,,2017.0,Jul,27.0,,0.0,6.0,327.16,,,macro_low,327.16,0.0,,,,,,12.7,Other,,,,True,True,False,True,False,3
631,Katakit Baby TV,15500000,6386271870.0,Music,Katakit Baby TV,220,Saudi Arabia,SA,Music,954.0,4.0,122.0,90914000.0,22700.0,363700.0,272700.0,4400000.0,200000.0,2010.0,Jul,26.0,29028508.0,193200.0,13.0,412.02,1.424,1.2903,macro_low,412.02,16.9,1.424,1.2903,68.0,90914000.0,2.13,65.2,Music,45.6,40.5,59.4,False,False,False,False,False,0
